Location,2021,2020,2019,2018,Type
"Belgaum, India",28.1,,,,City
"Cheonan, South Korea",28.1,23.9,29.4,25.4,City
"Qinnan Qu, China",28.0,24.4,29.2,,City
"Haidongdiqu, China",28.0,30.8,38.0,41.4,City
"Yantai, China",28.0,31.8,37.5,29.3,City
"Lamphun, Thailand",28.0,26.5,,,City
"Dandong, China",27.9,28.7,32.0,29.1,City
"Sam Phran, Thailand",27.9,20.5,,,City
"Ermelo, South Africa",27.8,16.7,28.4,,City
"Dalian, China",27.7,30.2,34.3,29.3,City
"Shanghai, China",27.7,31.5,35.4,36.0,City
"Shaoxing, China",27.7,28.5,38.1,40.5,City
"Zhicheng, China",27.7,,,,City
"Skopje, North Macedonia",27.7,30.6,32.4,,City
"Doi Saket, Thailand",27.7,17.4,16.2,,City
"Jieyang, China",27.6,27.8,30.6,34.1,City
"Siping, China",27.6,32.5,35.7,38.8,City
"Kampala, Uganda",27.6,26.1,29.1,40.8,City
"Ardakan, Iran",27.5,,,,City
"Chiang Saen, Thailand",27.5,43.7,24.4,,City
"Huaihua, China",27.4,27.8,35.4,33.1,City
"Hangzhou, China",27.4,29.0,37.4,38.1,City
"Shah Alam, Malaysia",27.4,21.1,20.4,,City
"Raciborz, Poland",27.4,24.9,24.5,,City
"Asan, South Korea",27.4,25.1,31.0,26.0,City
"Three Rivers, USA",27.4,23.1,9.0,20.8,City
"Babu, China",27.3,,,,City
"Chenzhou, China",27.3,27.9,30.2,28.9,City
"Bazhong, China",27.3,26.8,30.3,30.8,City
"Saveh, Iran",27.3,21.3,19.8,,City
"Gaggiano, Italy",27.3,32.7,,,City
"Abuja, Nigeria",27.3,,,,City
"Johannesburg, South Africa",27.3,22.3,25.3,,City
"Mae Sai, Thailand",27.3,,,,City
"Jiamusi, China",27.2,27.1,27.1,28.4,City
"Fuyang, China",27.2,30.7,,,City
"Igo, USA",27.2,17.4,5.8,,City
"Trinity Center, USA",27.2,15.6,6.1,,City
"Bayan Nur, China",27.1,34.2,32.2,33.5,City
"Ordos, China",27.1,24.5,23.4,25.7,City
"Mudu, China",27.1,,,,City
"Qinnan, China",27.1,,,,City
"Shiraz, Iran",27.1,26.8,25.1,,City
"Chiang Rai, Thailand",27.1,36.3,37.0,,City
"Dazhong, China",27.0,,,,City
"Honghe, China",27.0,25.7,26.2,25.0,City
"Xiaoshan, China",27.0,,,,City
"Gjorce Petro, North Macedonia",27.0,,,,City
"Sasolburg, South Africa",27.0,25.6,31.4,,City
"Jaffa, Israel",26.9,,,,City
"Krathum Baen, Thailand",26.9,26.2,29.7,,City
"Qingyang, China",26.8,29.1,31.0,33.1,City
"Xianning, China",26.8,29.1,35.1,36.7,City
"Songling, China",26.7,,,,City
"Rajec-Jestrebi, Czech Republic",26.7,,,,City
"Corum, Turkey",26.7,36.0,23.8,24.8,City
"Wuzhen, China",26.6,,,,City
"Tetovo, North Macedonia",26.6,24.5,,,City
"Vereeniging, South Africa",26.6,26.5,30.0,,City
"Thabazimbi, South Africa",26.6,14.7,19.4,,City
"Jiaxing, China",26.5,27.7,35.0,38.1,City
"Mamponteng, Ghana",26.5,,,,City
"Banja Luka, Bosnia Herzegovina",26.4,25.0,,,City
"Savona, Canada",26.4,7.2,7.5,,City
"Hezhou, China",26.4,27.6,30.7,36.9,City
"Shangrao, China",26.4,27.6,31.4,33.9,City
"Linan, China",26.4,29.2,36.1,35.9,City
"Szeged, Hungary",26.4,16.2,15.7,17.3,City
"Yangon, Myanmar",26.4,29.4,31.0,,City
"Klodzko, Poland",26.4,14.4,,,City
"Bielsko-Biala, Poland",26.4,24.7,27.0,,City
"Nong Bua Lamphu, Thailand",26.4,21.5,,,City
"Thanyaburi, Thailand",26.4,21.4,24.9,,City
"French Gulch, USA",26.4,,,,City
"Jixi, China",26.3,23.4,27.1,29.2,City
"Chetput, India",26.3,,,,City
"Temirtau, Kazakhstan",26.3,,,,City
"Mae Mo, Thailand",26.3,25.6,30.2,,City
"Mejdan - Obilicevo, Bosnia Herzegovina",26.2,,,,City
"Nacimiento, Chile",26.2,27.3,,,City
"Taicang, China",26.2,27.2,30.9,36.9,City
"Haimen, China",26.1,28.8,33.2,32.7,City
"Songjiang, China",26.1,,,,City
"Chikkaballapur, India",26.1,29.6,28.8,,City
"Mobarakeh, Iran",26.1,22.5,21.3,24.1,City
"Saraburi, Thailand",26.1,27.4,22.7,,City
"Palembang, Indonesia",26.0,23.4,,,City
"Banting, Malaysia",26.0,20.2,19.1,,City
"Phutthamonthon, Thailand",26.0,28.9,30.3,,City
"Phu Phiang, Thailand",26.0,22.6,,,City
"Mae Sot, Thailand",26.0,26.9,27.6,32.2,City
"Bursa, Turkey",26.0,25.0,26.3,28.4,City
"Pollock Pines, USA",26.0,14.7,7.8,,City
"Long Xuyen, Vietnam",26.0,,,,City
"Lumby, Canada",25.9,,,,City
"Dongsheng, China",25.9,,,,City
"Yiwu, China",25.9,27.0,34.0,33.7,City
"Accra, Ghana",25.9,26.9,30.3,,City
"Gliwice, Poland",25.9,22.1,,,City
"Santiago, Chile",25.8,23.6,27.7,29.4,City
"Dingxi, China",25.8,25.7,27.4,40.3,City
"Enshi, China",25.8,27.5,31.3,36.1,City
"Baishan, China",25.8,27.7,29.8,31.5,City
"Kuala Langat, Malaysia",25.8,22.7,,,City
"Otopeni, Romania",25.8,,,,City
"Dehong, China",25.7,19.1,23.2,33.7,City
"Sajoszentpeter, Hungary",25.7,21.7,,,City
"Gossolengo, Italy",25.7,,,,City
"Beirut, Lebanon",25.7,,,,City
"Jinsha, China",25.6,,,,City
"Jinhua, China",25.6,27.9,32.4,33.3,City
"Zagreb, Croatia",25.6,,,,City
"Pekan, Malaysia",25.6,12.9,17.9,,City
"Domaszowice, Poland",25.6,21.1,21.1,,City
"Si Samrong, Thailand",25.6,35.1,34.6,,City
"Tahoe Vista, USA",25.6,,,,City
"Quilicura, Chile",25.5,22.3,25.3,,City
"Wuzhou, China",25.5,25.2,28.7,34.5,City
"Jian, China",25.5,28.3,34.4,39.1,City
"Linping, China",25.5,,,,City
"Meybod, Iran",25.5,19.2,22.0,21.1,City
"Rustenburg, South Africa",25.5,,,,City
"Çatalağzı, Turkey",25.5,26.0,29.1,,City
"Minden, USA",25.5,13.1,4.9,,City
"Rancagua, Chile",25.4,23.8,26.9,22.9,City
"La Pintana, Chile",25.4,,,,City
"Jinchang, China",25.4,,18.0,36.5,City
"Nujiang, China",25.4,22.5,24.9,24.4,City
"Guadalajara, Mexico",25.4,24.5,18.9,,City
"Seosan, South Korea",25.4,18.9,21.5,18.7,City
"Shuangyashan, China",25.3,25.8,28.5,26.6,City
"Weihai, China",25.3,26.0,31.4,26.6,City
"Huzhou, China",25.3,26.2,32.2,35.1,City
"Suphan Buri, Thailand",25.3,23.8,,,City
"Guyuan, China",25.2,24.9,25.7,33.4,City
"Chennai, India",25.2,26.5,34.6,43.2,City
"Shahin Shahr, Iran",25.2,27.0,26.1,,City
"Antakya, Turkey",25.2,,,,City
"Deqing, China",25.1,,,,City
"Dodowa, Ghana",25.1,,,,City
"Gallo-Tre Re-Mezzana Corti, Italy",25.1,28.5,19.1,,City
"Indian Hills, USA",25.1,,,,City
"Hechi, China",25.0,24.2,26.3,28.9,City
"Huangnan, China",25.0,23.6,22.6,29.2,City
"Kicevo, North Macedonia",25.0,,,,City
"Kragujevac, Serbia",25.0,29.8,24.7,,City
"Phitsanulok, Thailand",25.0,24.6,,,City
"Si Maha Phot, Thailand",25.0,23.5,24.8,30.9,City
"Lewiston, USA",25.0,,,,City
"Daqing, China",24.9,26.6,27.2,26.5,City
"Shangluo, China",24.9,28.2,32.3,36.3,City
"Chiang Mai, Thailand",24.9,30.5,32.3,24.5,City
"Shaoguan, China",24.8,24.0,28.3,34.5,City
"Qitaihe, China",24.8,25.6,30.5,29.4,City
"Jining, China",24.8,,,,City
"Yingtan, China",24.8,31.5,35.9,34.0,City
"Bijapur, India",24.8,,,,City
"Chinnasekkadu, India",24.8,,,,City
"Nilai, Malaysia",24.8,22.8,19.9,,City
"Karatau, Kazakhstan",24.7,,,,City
"Krakow, Poland",24.7,21.7,24.6,28.9,City
"Bang Bo District, Thailand",24.7,17.8,,,City
"Terrell, USA",24.7,,,,City
"Kochi, India",24.6,19.0,,,City
"Lam Luk Ka, Thailand",24.6,25.0,23.2,,City
"Shiwan, China",24.5,,,,City
"Beihai, China",24.5,23.1,26.9,27.6,City
"Bang Bua Thong, Thailand",24.5,26.2,,,City
"Guangzhou, China",24.4,22.6,28.9,33.2,City
"Luorong, China",24.4,,,,City
"Zhangjiajie, China",24.4,22.6,28.7,29.6,City
"Closepet, India",24.4,20.9,,,City
"Duri, Indonesia",24.4,,,,City
"Naklo nad Notecia, Poland",24.4,,,,City
"Samut Songkhram, Thailand",24.4,25.8,26.3,,City
"Altamont, USA",24.4,,,,City
"Baoshan, China",24.3,19.0,20.5,21.7,City
"Cochin, India",24.3,23.8,,,City
"Bangkinang, Indonesia",24.3,,,,City
"Dorris, USA",24.3,18.5,12.2,,City
"Orestiada, Greece",24.2,,,,City
"Fengyuan, Taiwan",24.2,21.2,22.2,,City
"Bijie, China",24.1,24.0,26.4,32.0,City
"Liupanshui, China",24.1,21.1,23.4,32.3,City
"Udon Thani, Thailand",24.1,26.2,23.4,,City
"Trabzon, Turkey",24.1,23.7,22.3,,City
"Baicheng, China",24.0,24.2,26.5,28.3,City
"Tonghua, China",24.0,27.3,29.4,28.4,City
"Wenshan, China",24.0,23.8,26.2,25.6,City
"Novi Sad, Serbia",24.0,22.2,26.9,,City
"Xiongzhou, China",23.9,20.9,25.7,,City
"Fangchenggang, China",23.9,22.1,26.9,28.6,City
"Addis Ababa, Ethiopia",23.9,14.7,20.1,27.1,City
"Kalisz, Poland",23.9,18.8,19.4,23.3,City
"Lask, Poland",23.9,,,,City
"Sroda Slaska, Poland",23.9,19.0,,,City
"Mielec, Poland",23.9,18.8,21.1,25.1,City
"Jangseong, South Korea",23.9,25.2,28.3,,City
"Uthai Thani, Thailand",23.9,19.0,,,City
"Uttaradit, Thailand",23.9,27.3,20.2,,City
"Drinic, Bosnia Herzegovina",23.8,,,,City
"Guiyang, China",23.8,22.8,26.5,30.3,City
"Pingzhuang, China",23.8,,,,City
"Fuzhou, China",23.8,26.9,32.8,35.8,City
"Zhushan Qu, China",23.8,27.1,28.2,30.1,City
"Fahraj, Iran",23.8,21.6,,,City
"Polokwane, South Africa",23.8,,,,City
"Nakhon Chai Si, Thailand",23.8,15.5,,,City
"Hue, Vietnam",23.8,24.2,28.6,,City
"Chaozhou, China",23.7,24.3,28.5,28.3,City
"Zhuji, China",23.7,28.9,37.2,35.4,City
"Cuddalore, India",23.7,,,,City
"Vandalur, India",23.7,,,,City
"Holon, Israel",23.7,15.9,22.1,21.4,City
"Veggia-Villalunga, Italy",23.7,,,,City
"Radomsko, Poland",23.7,20.8,,,City
"Jelsava, Slovakia",23.7,19.0,21.4,24.3,City
"Bang Kruai, Thailand",23.7,22.7,23.0,,City
"Sukhothai, Thailand",23.7,25.0,,,City
"Foshan, China",23.6,22.2,29.4,33.1,City
"Anshun, China",23.6,21.6,22.5,26.0,City
"Ankang, China",23.6,25.6,34.0,36.3,City
"Mandalay, Myanmar",23.6,,,,City
"Fort Jones, USA",23.6,17.8,10.9,,City
"Zhangzhou, China",23.5,21.6,30.3,30.0,City
"Tongliao, China",23.5,28.8,32.3,31.9,City
"Rushan, China",23.5,23.3,25.5,22.8,City
"Yuyao, China",23.5,,,,City
"Soresina, Italy",23.5,,,,City
"South Lake Tahoe, USA",23.5,10.9,5.1,,City
"Pumiao, China",23.4,,,,City
"Tongren, China",23.4,25.5,31.0,22.3,City
"Guangyuan, China",23.4,24.8,27.3,26.1,City
"Haining, China",23.4,,,,City
"Miskolc, Hungary",23.4,21.0,21.9,24.4,City
"Cremona, Italy",23.4,,,,City
"Osogbo, Nigeria",23.4,,,,City
"Belgrade, Serbia",23.4,24.3,23.3,23.9,City
"Haikou, China",23.3,,,,City
"Kunming, China",23.3,22.4,25.1,27.2,City
"Majie, China",23.3,23.0,22.8,,City
"Bang Yai, Thailand",23.3,,,,City
"Samut Sakhon, Thailand",23.3,23.0,24.1,39.8,City
"Zhangjiakou, China",23.2,24.3,26.1,36.3,City
"Xishuangbanna, China",23.2,30.0,31.6,24.8,City
"Vasilika, Greece",23.2,,,,City
"Kattivakkam, India",23.2,,,,City
"Eshtehard, Iran",23.2,,,,City
"Modena, Italy",23.2,24.3,23.4,25.2,City
"Gimje, South Korea",23.2,,29.4,24.8,City
"Kastamonu , Turkey",23.2,22.1,30.5,,City
"McCloud, USA",23.2,22.7,16.0,,City
"General Escobedo, Mexico",23.1,18.9,20.9,,City
"Lublin, Poland",23.1,18.5,20.5,21.0,City
"Borova, Ukraine",23.1,18.7,,,City
"Qingyuan, China",23.0,26.4,29.9,32.6,City
"Shangyu, China",23.0,,,,City
"Slavonski Brod, Croatia",23.0,21.4,22.1,26.0,City
"Novy Knin, Czech Republic",23.0,,,,City
"Balaipungut, Indonesia",23.0,,,,City
"Pardis, Iran",23.0,21.4,16.9,,City
"Yehud, Israel",23.0,16.3,,,City
"Osan, South Korea",23.0,22.8,28.2,27.8,City
"Nhu Quynh, Vietnam",23.0,,,,City
"Zhanjiang, China",22.9,21.2,25.4,25.4,City
"Karamay, China",22.9,25.2,23.4,25.2,City
"Anatoli, Greece",22.9,25.5,,,City
"Ioannina, Greece",22.9,,,,City
"Pontianak, Indonesia",22.9,18.8,49.7,,City
"Milano, Italy",22.9,28.4,23.3,22.1,City
"Nakhon Sawan, Thailand",22.9,21.0,23.9,,City
"Gebze, Turkey",22.9,19.9,19.6,,City
"Gannan, China",22.8,,,,City
"Bortala, China",22.8,22.3,22.7,27.9,City
"Dolni Lutyne, Czech Republic",22.8,20.9,27.7,35.8,City
"Nehbandan, Iran",22.8,23.9,,,City
"Kumanovo, North Macedonia",22.8,22.9,,,City
"Pyeongtaek, South Korea",22.8,21.7,29.4,29.5,City
"Photharam, Thailand",22.8,,,,City
"Bartın, Turkey",22.8,24.9,26.9,,City
"Sakarya, Turkey",22.8,24.4,23.5,,City
"Chillan, Chile",22.7,16.0,20.4,21.5,City
"Puente Alto, Chile",22.7,20.6,23.5,,City
"Jingdezhen, China",22.7,24.3,26.7,28.8,City
"Kazincbarcika, Hungary",22.7,18.5,,,City
"Mianeh, Iran",22.7,,,,City
"Sierpc, Poland",22.7,,,,City
"Buyeo, South Korea",22.7,,25.7,,City
"Ban Pong, Thailand",22.7,31.1,33.6,,City
"Lakehead-Lakeshore, USA",22.7,14.2,7.6,,City
"Dongguan, China",22.6,23.7,31.5,34.9,City
"Xiangxi, China",22.6,23.4,28.8,32.6,City
"Besate, Italy",22.6,25.9,24.1,,City
"Boryeong, South Korea",22.6,,25.0,,City
"Khon Kaen, Thailand",22.6,26.1,36.4,,City
"Karabuk, Turkey",22.6,26.0,22.8,,City
"Susanville, USA",22.6,26.2,6.4,,City
"Qiandongnan, China",22.5,23.8,25.8,27.6,City
"Zunyi, China",22.5,17.8,20.4,26.8,City
"Songyuan, China",22.5,26.1,29.7,27.9,City
"Wenzhou, China",22.5,24.8,27.8,29.5,City
"Xanthi, Greece",22.5,21.6,,,City
"Meligalas, Greece",22.5,,,,City
"Katowice, Poland",22.5,21.4,26.0,30.4,City
"Tahoma, USA",22.5,,,,City
"Yunfu, China",22.4,20.9,28.0,31.2,City
"Puer, China",22.4,22.1,23.7,18.3,City
"Antigua Guatemala, Guatemala",22.4,,,,City
"Fordon, Poland",22.4,,,,City
"Ghran, Saudi Arabia",22.4,,19.9,,City
"Paracin, Serbia",22.4,16.5,9.2,,City
"Midstream, South Africa",22.4,23.3,27.5,,City
"Gimpo, South Korea",22.4,20.9,26.6,24.0,City
"Waegwan, South Korea",22.4,19.9,,,City
"Zhaoqing, China",22.3,23.2,31.4,36.5,City
"Zhaotong, China",22.3,20.2,19.0,20.8,City
"Pavia, Italy",22.3,,,,City
"Carde, Italy",22.3,,,,City
"Prai, Malaysia",22.3,20.3,15.7,,City
"Kielce, Poland",22.3,16.5,20.1,,City
"Targu-Mures, Romania",22.3,15.1,,,City
"Obrenovac, Serbia",22.3,8.4,9.7,,City
"Zonguldak , Turkey",22.3,22.5,20.4,,City
"Johnson Lane, USA",22.3,,,,City
"Golden, Canada",22.2,11.5,,,City
"Linxia Chengguanzhen, China",22.2,,,,City
"Jiangmen, China",22.2,21.3,27.0,30.2,City
"Ganzhou, China",22.2,25.2,28.4,37.7,City
"Qujing, China",22.2,20.2,21.0,28.0,City
"Fenghua, China",22.2,,,,City
"Quzhou, China",22.2,25.0,31.8,32.4,City
"Frydlant, Czech Republic",22.2,19.3,19.1,,City
"Chikmagalur, India",22.2,22.5,,,City
"Sakhnin, Israel",22.2,,,,City
"Esine, Italy",22.2,23.1,21.8,,City
"Siheung, South Korea",22.2,20.0,30.6,28.7,City
"Burdur , Turkey",22.2,25.4,24.8,,City
"Porto Velho, Brazil",22.1,,,,City
"Kardia, Greece",22.1,22.3,22.0,,City
"Plagiari, Greece",22.1,,,,City
"Madikeri, India",22.1,,,,City
"Karur, India",22.1,,,,City
"Dumai, Indonesia",22.1,,,,City
"Guadalupe, Mexico",22.1,19.1,17.1,,City
"Paju, South Korea",22.1,,27.9,25.1,City
"Kilis , Turkey",22.1,,,,City
"Exeter, USA",22.1,,,,City
"Portola, USA",22.1,21.3,16.9,20.4,City
"Wendeng, China",22.0,21.5,23.8,23.5,City
"Mappano, Italy",22.0,,,,City
"Nur-Sultan, Kazakhstan",22.0,21.9,23.6,,City
"Bitola, North Macedonia",22.0,25.9,,,City
"Dangjin, South Korea",22.0,,31.7,25.7,City
"Plaeng Yao, Thailand",22.0,17.6,,,City
"Kamphaeng Phet, Thailand",22.0,31.7,23.6,,City
"Kingsbury, USA",22.0,,,,City
"Santa Catarina, Mexico",21.9,20.7,22.6,,City
"Ga-Rankuwa, South Africa",21.9,22.5,,,City
"Bucheon, South Korea",21.9,20.9,30.8,27.3,City
"Virginia City, USA",21.9,,,,City
"Shiqiao, China",21.8,,,,City
"Jambi, Indonesia",21.8,14.3,,,City
"Qom, Iran",21.8,20.3,,,City
"Azcapotzalco, Mexico",21.8,19.2,,,City
"Rzeszow, Poland",21.8,17.0,19.8,,City
"Hwaseong, South Korea",21.8,22.5,29.1,26.7,City
"Bang Lamung, Thailand",21.8,23.1,23.0,,City
"Diamond Ekurhuleni, USA",21.8,,,,City
"Montague, USA",21.8,17.8,10.9,,City
"Dasha, China",21.7,,,,City
"Netanya, Israel",21.7,,,,City
"Mexico City, Mexico",21.7,18.8,20.5,19.7,City
"Gostivar, North Macedonia",21.7,,,,City
"Debica, Poland",21.7,22.9,25.5,,City
"Bojanala Platinum, South Africa",21.7,,,,City
"Chon Buri, Thailand",21.7,19.9,19.5,27.3,City
"Phra Nakhon Si Ayutthaya, Thailand",21.7,22.7,24.6,,City
"Nam Yuen, Thailand",21.7,23.7,18.5,,City
"Maoming, China",21.6,20.7,25.0,25.7,City
"Yangjiang, China",21.6,21.3,28.6,30.6,City
"Dalmine, Italy",21.6,,,,City
"Pretoria, South Africa",21.6,24.4,25.5,,City
"Gampaha, Sri Lanka",21.6,27.1,,,City
"Kaohsiung, Taiwan",21.6,19.8,22.7,24.4,City
"Ratchaburi, Thailand",21.6,22.8,29.5,32.2,City
"Camino, USA",21.6,14.3,6.7,,City
"Spanish Ekurhuleni, USA",21.6,,,,City
"Klamath Falls, USA",21.6,16.5,9.1,18.9,City
"San Fernando, Chile",21.5,17.7,21.0,15.3,City
"Mujiayingzi, China",21.5,,,,City
"Chamrajnagar, India",21.5,,,,City
"Qasr-e Shirin, Iran",21.5,21.8,,,City
"Briona, Italy",21.5,,19.6,,City
"Vientiane, Laos",21.5,22.4,23.1,,City
"Antananarivo, Madagascar",21.5,20.7,,,City
"Kuala Selangor, Malaysia",21.5,17.7,16.9,,City
"Starachowice, Poland",21.5,18.0,19.1,,City
"Icheon, South Korea",21.5,,29.9,29.4,City
"Bang Sao Thong, Thailand",21.5,18.2,22.6,,City
"Hornbrook, USA",21.5,,,,City
"Hinggan, China",21.4,23.3,24.1,19.6,City
"Peristeri, Greece",21.4,,,,City
"Thiruvananthapuram, India",21.4,25.6,27.9,28.0,City
"Tarnow, Poland",21.4,20.3,22.5,23.3,City
"Kedzierzyn-Kozle, Poland",21.4,,23.5,29.0,City
"Clearwater, Canada",21.3,15.5,13.9,,City
"Trail, Canada",21.3,,,,City
"Maba, China",21.3,,,,City
"Hegang, China",21.3,22.0,21.5,23.2,City
"Puyang, China",21.3,,,,City
"Barkai, Israel",21.3,,,,City
"Or Yehuda, Israel",21.3,19.5,,,City
"Gwangmyeong, South Korea",21.3,,26.9,25.2,City
"Dhafni, Greece",21.2,,,,City
"Casarotti, Italy",21.2,,,,City
"Borgomanero, Italy",21.2,,,,City
"San Dona di Piave, Italy",21.2,,,,City
"Urt, Mongolia",21.2,,,,City
"Standerton, South Africa",21.2,18.0,27.2,,City
"Si Racha, Thailand",21.2,18.8,20.8,,City
"Tha Yang, Thailand",21.2,24.4,24.2,,City
"Ban Sang, Thailand",21.2,16.9,,,City
"Grenada, USA",21.2,18.1,,,City
"Castlegar, Canada",21.1,10.8,,,City
"Huangshan, China",21.1,21.0,24.0,23.4,City
"Lubu, China",21.1,,,,City
"Singanallur, India",21.1,,,,City
"Kerman, Iran",21.1,19.8,19.9,24.4,City
"Lavasan, Iran",21.1,20.8,,,City
"Pomigliano d'Arco, Italy",21.1,22.2,18.4,15.5,City
"Patzcuaro, Mexico",21.1,18.0,20.8,,City
"Samut Prakan, Thailand",21.1,20.9,22.9,32.2,City
"Tokat , Turkey",21.1,23.9,27.9,,City
"Quincy, USA",21.1,25.4,8.2,11.4,City
"Eagle Point, USA",21.1,,,,City
"Ningbo, China",21.0,22.7,28.4,31.4,City
"Tlalnepantla, Mexico",21.0,21.2,,,City
"Modelu, Romania",21.0,20.1,,,City
"Craiova, Romania",21.0,,,,City
"Yuxi, China",20.9,19.5,23.1,21.8,City
"Jiashan, China",20.9,,,,City
"Taizhou, China",20.9,24.4,26.5,28.1,City
"Klatovy, Czech Republic",20.9,,10.8,,City
"Rybnik, Poland",20.9,18.7,,,City
"Pancevo, Serbia",20.9,24.5,,,City
"Phra Pradaeng, Thailand",20.9,19.9,27.1,,City
"Visalia, USA",20.9,23.5,12.8,17.6,City
"Tianshui, China",20.8,22.7,27.0,37.3,City
"Heyuan, China",20.8,21.7,24.5,29.2,City
"Qianxinan, China",20.8,18.7,20.2,14.9,City
"Liangshan, China",20.8,21.4,19.7,20.7,City
"Chuxiong, China",20.8,17.8,20.9,24.3,City
"Irakleio, Greece",20.8,,,,City
"Thessaloniki, Greece",20.8,20.9,23.3,,City
"San Pedro Garza Garcia, Mexico",20.8,15.6,16.6,,City
"Olbrachcice, Poland",20.8,24.1,21.9,,City
"Yesan, South Korea",20.8,,30.4,,City
"Nonthaburi, Thailand",20.8,21.1,23.2,,City
"Haimen, China",20.7,,,,City
"Abyek, Iran",20.7,27.3,,,City
"Tel Aviv-Yafo, Israel",20.7,17.2,21.8,19.5,City
"Johor Bahru, Malaysia",20.7,16.7,16.8,,City
"Zgierz, Poland",20.7,24.5,27.0,21.9,City
"Moldava nad Bodvou, Slovakia",20.7,18.6,21.1,,City
"Goyang, South Korea",20.7,20.2,24.9,25.2,City
"Ongkharak, Thailand",20.7,,,,City
"Samsun, Turkey",20.7,17.1,14.0,,City
"Central Point, USA",20.7,,,,City
"Maule, Chile",20.6,16.0,20.3,16.1,City
"Quanzhou, China",20.6,20.0,24.5,25.1,City
"Sanming, China",20.6,21.6,23.6,24.7,City
"Ulanqab, China",20.6,20.3,24.6,25.5,City
"Xianju, China",20.6,,,,City
"Peraia, Greece",20.6,,,,City
"Tabriz, Iran",20.6,17.6,13.2,12.2,City
"Volla, Italy",20.6,22.3,17.1,,City
"Iasi, Romania",20.6,,22.4,27.0,City
"Martin, Slovakia",20.6,15.7,16.1,18.0,City
"Khlong Luang, Thailand",20.6,21.7,23.0,,City
"Etna, USA",20.6,,8.1,,City
"Bloomfield, USA",20.6,,,,City
"Nehe, China",20.5,,,,City
"Bagalkot, India",20.5,29.6,,,City
"Petah Tikva, Israel",20.5,,,,City
"Piatto, Italy",20.5,,,,City
"Melaka, Malaysia",20.5,15.3,16.9,,City
"Witbank, South Africa",20.5,,17.2,,City
"Yongin, South Korea",20.5,21.4,25.2,24.8,City
"Sangju, South Korea",20.5,19.8,26.7,,City
"Del Rey, USA",20.5,24.7,14.6,,City
"El Dorado County, USA",20.5,19.4,8.2,,City
"Old Station, USA",20.5,,,,City
"Putian, China",20.4,20.7,23.9,25.6,City
"Xinhui, China",20.4,,,,City
"Guli, China",20.4,,,,City
"Tbilisi, Georgia",20.4,20.4,20.1,,City
"Agios Ioannis Rentis, Greece",20.4,,,,City
"Or Akiva, Israel",20.4,,,,City
"Como, Italy",20.4,,,,City
"Zapopan, Mexico",20.4,,,,City
"Kurdwanow, Poland",20.4,16.8,23.4,,City
"Koscierzyna, Poland",20.4,17.4,,,City
"eMkhomazi, South Africa",20.4,,,,City
"Kraaifontein, South Africa",20.4,,,,City
"Taean, South Korea",20.4,17.1,21.6,,City
"Yeoju, South Korea",20.4,,31.3,27.2,City
"Isparta , Turkey",20.4,25.8,28.9,,City
"Ashgabat, Turkmenistan",20.4,17.0,,,City
"Kernville, USA",20.4,20.2,9.3,,City
"Hainan, China",20.3,20.3,20.4,24.3,City
"Sannazzaro de' Burgondi, Italy",20.3,,,,City
"Kota Bharu, Malaysia",20.3,16.9,15.3,,City
"Kutno, Poland",20.3,16.2,,,City
"Radauti, Romania",20.3,,,,City
"Nakhon Ratchasima, Thailand",20.3,21.6,42.2,37.6,City
"Daliang, China",20.2,,,,City
"Shiguai, China",20.2,,,,City
"Ramat Gan, Israel",20.2,18.8,22.6,19.3,City
"Treviso, Italy",20.2,,,,City
"Warszawa, Poland",20.2,19.2,19.3,,City
"Lodz, Poland",20.2,18.1,19.9,23.8,City
"Zyrardow, Poland",20.2,16.7,17.8,26.6,City
"Hongseong, South Korea",20.2,,28.6,,City
"Anseong, South Korea",20.2,,31.6,30.4,City
"Yeonggwang, South Korea",20.2,,,,City
"Chiayi city, Taiwan",20.2,17.9,21.5,23.7,City
"UEskuedar, Turkey",20.2,,,,City
"Sivas , Turkey",20.2,23.1,23.4,,City
"Reedley, USA",20.2,24.1,12.2,,City
"Scotch Creek, Canada",20.1,9.4,8.5,,City
"Talcahuano, Chile",20.1,19.0,21.4,15.7,City
"Humen, China",20.1,,,,City
"Zhongshan, China",20.1,19.4,26.4,28.4,City
"Pekanbaru, Indonesia",20.1,24.2,52.8,,City
"Kuala Terengganu, Malaysia",20.1,16.3,14.5,,City
"Monterrey, Mexico",20.1,14.5,19.3,17.2,City
"San Nicolas de los Garza, Mexico",20.1,20.1,20.8,,City
"Ecatepec de Morelos, Mexico",20.1,21.3,,,City
"Nisko, Poland",20.1,15.3,,,City
"Cluj-Napoca, Romania",20.1,13.1,15.7,21.4,City
"Cheongju, South Korea",20.1,22.1,28.3,28.8,City
"Yeongi, South Korea",20.1,18.4,25.8,,City
"Tainan, Taiwan",20.1,18.4,22.6,23.9,City
"Pak Kret, Thailand",20.1,22.2,24.2,,City
"Thu Duc, Vietnam",20.1,,,,City
"Algiers, Algeria",20.0,20.2,21.2,,City
"Huizhou, China",20.0,20.2,25.1,27.0,City
"Qiqihar, China",20.0,26.9,27.2,26.2,City
"Haibei, China",20.0,18.9,19.4,25.1,City
"Thermi, Greece",20.0,23.9,21.3,,City
"Haveri, India",20.0,,,,City
"Mangalore, India",20.0,,,,City
"Satna, India",20.0,17.2,15.5,,City
